Status,Cases
2020-03-23 12:00:00,0
2020-03-23 18:00:00,0
2020-03-24 13:00:00,2
2020-03-24 19:00:00,2
2020-03-25 12:00:00,7
2020-03-25 16:00:00,7
2020-03-26 18:00:00,8
2020-03-27 16:00:00,8
2020-03-28 16:00:00,8
2020-03-29 16:00:00,8
2020-03-30 16:00:00,8
2020-03-31 16:00:00,8
2020-04-01 16:00:00,9
2020-04-02 16:00:00,10
2020-04-03 16:00:00,10
2020-04-04 16:00:00,17
2020-04-06 16:00:00,17
2020-04-07 16:00:00,19
2020-04-08 16:00:00,19
2020-04-09 16:00:00,19
2020-04-11 16:00:00,20
2020-04-12 16:00:00,20
2020-04-13 16:00:00,20
2020-04-14 16:00:00,20
2020-04-16 16:00:00,21
2020-04-17 16:00:00,22
2020-04-18 16:00:00,23
2020-04-20 16:00:00,23
2020-04-22 16:00:00,25
